answerKey,id,choices,stem,choice_0,choice_1,choice_2,choice_3,choice_4,label
A,80930e9df9ac4ad752749a54e7fc124f,"[{'label': 'A', 'text': 'subdivision'}, {'label': 'B', 'text': 'city'}, {'label': 'C', 'text': 'neighborhood'}, {'label': 'D', 'text': 'street'}, {'label': 'E', 'text': 'suburbs'}]","He wanted a house that was gated off from other places, where should he start looking?",subdivision,city,neighborhood,street,suburbs,0
A,964b45a25fdc368a7207a22a07554218,"[{'label': 'A', 'text': 'lost'}, {'label': 'B', 'text': 'hide'}, {'label': 'C', 'text': 'lose'}, {'label': 'D', 'text': 'found'}, {'label': 'E', 'text': 'loose'}]",He borrowed a metal detector to try to find his ring that he what while pulling weeds?,lost,hide,lose,found,loose,0
C,7c4fe7be02f07568ecd0abd1efb37e11,"[{'label': 'A', 'text': 'finish desert'}, {'label': 'B', 'text': 'take number'}, {'label': 'C', 'text': 'order dinner'}, {'label': 'D', 'text': 'pay bills'}, {'label': 'E', 'text': 'wait in line'}]",Sally is a customer at a restaurant.  She got a table early.  What might she have done after being seated?,finish desert,take number,order dinner,pay bills,wait in line,2
E,4a512a9732c73a0069304da1a6e8335b,"[{'label': 'A', 'text': 'zoo'}, {'label': 'B', 'text': 'countryside'}, {'label': 'C', 'text': 'encyclopedia'}, {'label': 'D', 'text': 'jungle'}, {'label': 'E', 'text': 'great plains'}]",What midwestern area is likely to have a marmot running free?,zoo,countryside,encyclopedia,jungle,great plains,4
B,6b20d380c34110d45de7822cab54c230,"[{'label': 'A', 'text': 'sitting still'}, {'label': 'B', 'text': 'stand still'}, {'label': 'C', 'text': 'stand down'}, {'label': 'D', 'text': 'wallflower'}, {'label': 'E', 'text': 'standing still'}]",Someone who gets nervous and doesn't know how to dance might do what when they attempt to start dancing?,sitting still,stand still,stand down,wallflower,standing still,1
E,54a832be0c8d0dd1e0ea8859a9ff3f25,"[{'label': 'A', 'text': 'knee pain'}, {'label': 'B', 'text': 'sweating'}, {'label': 'C', 'text': 'full bladder'}, {'label': 'D', 'text': 'being healthy'}, {'label': 'E', 'text': 'increased heart rate'}]","The patient was getting healthier, the doctor said to start jogging to cause a what?",knee pain,sweating,full bladder,being healthy,increased heart rate,4
A,b5e1f1107068d7aac2f42ecd41b4a55b,"[{'label': 'A', 'text': 'backward'}, {'label': 'B', 'text': 'annoying'}, {'label': 'C', 'text': 'ignorant'}, {'label': 'D', 'text': 'garish'}, {'label': 'E', 'text': 'intelligent'}]","Billy thought that he was smart, but many of his attitudes didn't were very regressive. How might you describe him?",backward,annoying,ignorant,garish,intelligent,0
E,af736674749cd12c99b24e167866bd2b,"[{'label': 'A', 'text': 'locker room'}, {'label': 'B', 'text': 'bathroom'}, {'label': 'C', 'text': 'salad'}, {'label': 'D', 'text': 'shower stall'}, {'label': 'E', 'text': 'basement'}]",Where can fungus grow on walls?,locker room,bathroom,salad,shower stall,basement,4
A,80aee2e8ca04c2756f3d641b56b86e8e,"[{'label': 'A', 'text': 'mountain range'}, {'label': 'B', 'text': 'ground'}, {'label': 'C', 'text': 'countryside'}, {'label': 'D', 'text': 'bridge'}, {'label': 'E', 'text': 'street'}]",What geological feature is made mostly of rock?,mountain range,ground,countryside,bridge,street,0
C,1650e82d15917bf025b417b0a694c2d2,"[{'label': 'A', 'text': 'homes'}, {'label': 'B', 'text': 'airport'}, {'label': 'C', 'text': 'bed'}, {'label': 'D', 'text': 'bathroom'}, {'label': 'E', 'text': 'couch'}]","Danny was a human.  He needed to catch a flight, but stayed to long in an object made for humans to relax in.  Where might he have been?",homes,airport,bed,bathroom,couch,2
E,29364d57cb3c79192502badfd16638dd,"[{'label': 'A', 'text': 'splats'}, {'label': 'B', 'text': 'exhilaration'}, {'label': 'C', 'text': 'spinal injuries'}, {'label': 'D', 'text': 'common cold'}, {'label': 'E', 'text': 'getting wet'}]",What is likely to happen to a driver with an open sunroof during  rainstorm?,splats,exhilaration,spinal injuries,common cold,getting wet,4
A,15bb37ed6f2881b9464bfeb1e4585871,"[{'label': 'A', 'text': 'coffee cup'}, {'label': 'B', 'text': 'glass'}, {'label': 'C', 'text': 'whirlpool bath'}, {'label': 'D', 'text': 'soft drink'}, {'label': 'E', 'text': 'surface of earth'}]","A person made coffee using hot water and coffee grounds, now where should he pour it?",coffee cup,glass,whirlpool bath,soft drink,surface of earth,0
C,aba0b2157aed944324f83dd882614ced,"[{'label': 'A', 'text': 'fatigue'}, {'label': 'B', 'text': 'mass'}, {'label': 'C', 'text': 'weakness'}, {'label': 'D', 'text': 'deprived'}, {'label': 'E', 'text': 'matter'}]",What do we feel when we run out of energy?,fatigue,mass,weakness,deprived,matter,2
C,6c8839099e50401f1332e5c45757bcec,"[{'label': 'A', 'text': 'uncaring'}, {'label': 'B', 'text': 'arrogant'}, {'label': 'C', 'text': 'carefree'}, {'label': 'D', 'text': 'carelessness'}, {'label': 'E', 'text': 'indifference'}]","Joe didn't have any concern for small things.   Some people thought that he was irresponsible, but Sarah insisted he was just what?",uncaring,arrogant,carefree,carelessness,indifference,2
D,3854e498ef11384708a047d01ff9cac4,"[{'label': 'A', 'text': 'rollerblade'}, {'label': 'B', 'text': 'helicopter'}, {'label': 'C', 'text': 'blade of grass'}, {'label': 'D', 'text': 'lawn mower'}, {'label': 'E', 'text': 'scissors'}]",What kind of blade cuts living things?,rollerblade,helicopter,blade of grass,lawn mower,scissors,3
E,3f004a9096858d8e3ccc8090f5c6bcf6,"[{'label': 'A', 'text': 'liner'}, {'label': 'B', 'text': 'spacecraft'}, {'label': 'C', 'text': 'villa'}, {'label': 'D', 'text': 'hall'}, {'label': 'E', 'text': 'palace'}]","Sarah rented a cabin in the woods, but it was so large and spacious that it felt more like what?",liner,spacecraft,villa,hall,palace,4
C,547e4a362057f155e28b4b30360b25fe,"[{'label': 'A', 'text': 'accident'}, {'label': 'B', 'text': 'the rink'}, {'label': 'C', 'text': 'hockey game'}, {'label': 'D', 'text': 'emergency room'}, {'label': 'E', 'text': 'hospital'}]",Where event might one obtain an injury via a skate?,accident,the rink,hockey game,emergency room,hospital,2
D,c10ebb0e1b588d6a534edb297d2f4443,"[{'label': 'A', 'text': 'prepare food'}, {'label': 'B', 'text': 'taste sauce'}, {'label': 'C', 'text': 'study french cooking'}, {'label': 'D', 'text': 'cook dinner'}, {'label': 'E', 'text': 'thin sauce'}]",What does a chef do when working in the evening?,prepare food,taste sauce,study french cooking,cook dinner,thin sauce,3
E,2b4b59e6614f106a6b5877799460689a,"[{'label': 'A', 'text': 'solitary'}, {'label': 'B', 'text': 'alone'}, {'label': 'C', 'text': 'field'}, {'label': 'D', 'text': 'solitude'}, {'label': 'E', 'text': 'small group'}]",The crowd wasn't that big.  It can better be described as what?,solitary,alone,field,solitude,small group,4
D,c6dca9d26413187e77fc419ccea9a8d3,"[{'label': 'A', 'text': 'fox theater'}, {'label': 'B', 'text': 'counseling'}, {'label': 'C', 'text': 'theater district'}, {'label': 'D', 'text': 'theatre'}, {'label': 'E', 'text': 'ballpark'}]",What event would a well dressed person visit a box office for?,fox theater,counseling,theater district,theatre,ballpark,3
A,7c3d6c54492224ce5775b2c2baeb5ae0,"[{'label': 'A', 'text': 'urban area'}, {'label': 'B', 'text': 'suburbs'}, {'label': 'C', 'text': 'urban environment'}, {'label': 'D', 'text': 'indiana'}, {'label': 'E', 'text': 'housing unit'}]",In what sort of region would you expect to find a large number of apartment buildings?,urban area,suburbs,urban environment,indiana,housing unit,0
B,097cb89fa48378dc27354c8f7c03bd3d,"[{'label': 'A', 'text': 'have fun'}, {'label': 'B', 'text': 'play piano'}, {'label': 'C', 'text': 'skate'}, {'label': 'D', 'text': 'fiddle'}, {'label': 'E', 'text': 'play piano'}]",What could you do if you want to listen to music?,have fun,play piano,skate,fiddle,play piano,1
C,41739f07cb656ac66d99023d0ee09582,"[{'label': 'A', 'text': 'nothing'}, {'label': 'B', 'text': 'cool water'}, {'label': 'C', 'text': 'become water'}, {'label': 'D', 'text': 'cool off'}, {'label': 'E', 'text': 'cool drink'}]",What  is likely to happen to ice in the sun?,nothing,cool water,become water,cool off,cool drink,2
A,30a3764982ed3215cd8f4f1f81ce5aa8,"[{'label': 'A', 'text': 'contaminated'}, {'label': 'B', 'text': 'applied'}, {'label': 'C', 'text': 'fresh'}, {'label': 'D', 'text': 'corrupt'}, {'label': 'E', 'text': 'dirty'}]","The sample needed to be pure, but the lab assistant got it what?",contaminated,applied,fresh,corrupt,dirty,0
E,876a2b6510b536f4f1aac16d59ff882c,"[{'label': 'A', 'text': 'air port'}, {'label': 'B', 'text': 'repair shop'}, {'label': 'C', 'text': 'freeway'}, {'label': 'D', 'text': 'race track'}, {'label': 'E', 'text': 'road'}]",Where does a car belong?,air port,repair shop,freeway,race track,road,4
E,ade8a343a9dea37579c215bdd705967c,"[{'label': 'A', 'text': 'neutral'}, {'label': 'B', 'text': 'podcast'}, {'label': 'C', 'text': 'broadcast'}, {'label': 'D', 'text': 'animated'}, {'label': 'E', 'text': 'recorded'}]","The producer didn't want to do the show live, what type of show was he looking for?",neutral,podcast,broadcast,animated,recorded,4
C,24bb2394b6bd778b607ca923aee8e994,"[{'label': 'A', 'text': 'library'}, {'label': 'B', 'text': 'table'}, {'label': 'C', 'text': 'shelf'}, {'label': 'D', 'text': 'classroom'}, {'label': 'E', 'text': 'desk'}]","Mom is tidying a house, where would she put the loose dictionary?",library,table,shelf,classroom,desk,2
B,9198e912219120391f026c2b02baa7aa,"[{'label': 'A', 'text': 'station'}, {'label': 'B', 'text': 'shop'}, {'label': 'C', 'text': 'bedroom'}, {'label': 'D', 'text': 'space shuttle'}, {'label': 'E', 'text': 'every car and house'}]","If a person wants to buy a radio, where are they likely to go?",station,shop,bedroom,space shuttle,every car and house,1
C,fd44541091e3344893f0f6a46dde01d2,"[{'label': 'A', 'text': 'toxic'}, {'label': 'B', 'text': 'uninhabitable'}, {'label': 'C', 'text': 'poisonous'}, {'label': 'D', 'text': 'barren and airless'}, {'label': 'E', 'text': 'obesity'}]",Mercury building up in the bodies of certain fish can make them what?,toxic,uninhabitable,poisonous,barren and airless,obesity,2
D,1ab66b54d08e23379b6a99f4ad2b8aa6,"[{'label': 'A', 'text': 'let blood'}, {'label': 'B', 'text': 'distance himself'}, {'label': 'C', 'text': 'resuscitate'}, {'label': 'D', 'text': 'study medicine'}, {'label': 'E', 'text': 'provide care'}]",What does a doctor have to do before he is allowed to take an exam to get his MD?,let blood,distance himself,resuscitate,study medicine,provide care,3
E,e406df454726d057c22a781b5aad87cf,"[{'label': 'A', 'text': 'rigor mortis'}, {'label': 'B', 'text': 'change of color'}, {'label': 'C', 'text': 'unable to work'}, {'label': 'D', 'text': 'change color'}, {'label': 'E', 'text': 'would cease to exist'}]",What would happen after you finished dying?,rigor mortis,change of color,unable to work,change color,would cease to exist,4
D,e86d43799710e7ac282af7748eb526a2,"[{'label': 'A', 'text': 'complete sentences'}, {'label': 'B', 'text': 'make gingerbread houses'}, {'label': 'C', 'text': 'talk to each other'}, {'label': 'D', 'text': 'build houses'}, {'label': 'E', 'text': 'make music'}]",What do people who are construction workers do?,complete sentences,make gingerbread houses,talk to each other,build houses,make music,3
C,af30ea4d62d3a67d3d6fe659da559fd3,"[{'label': 'A', 'text': 'agreeable'}, {'label': 'B', 'text': 'tryhard'}, {'label': 'C', 'text': 'easy'}, {'label': 'D', 'text': 'tricky'}, {'label': 'E', 'text': 'bearable'}]",What would a test be if it is not hard?,agreeable,tryhard,easy,tricky,bearable,2
A,5314bc2ab82f735d7d075ee659a977fc,"[{'label': 'A', 'text': 'adequate'}, {'label': 'B', 'text': 'first rate'}, {'label': 'C', 'text': 'badarse'}, {'label': 'D', 'text': 'propitious'}, {'label': 'E', 'text': 'manual'}]","The previous hotel was bad, so what did the pleased visitor think of the hotel?",adequate,first rate,badarse,propitious,manual,0
E,be7f755d50bbc06736443b623f8da474,"[{'label': 'A', 'text': 'strip mall'}, {'label': 'B', 'text': 'the sun'}, {'label': 'C', 'text': 'new york'}, {'label': 'D', 'text': 'nebraska'}, {'label': 'E', 'text': 'utah'}]","The Mormon owned steak house was always busy, it was a great place to visit where?",strip mall,the sun,new york,nebraska,utah,4
B,9655ea1f431673b1a79151143b3b1c75,"[{'label': 'A', 'text': 'costume shop'}, {'label': 'B', 'text': 'disneyland'}, {'label': 'C', 'text': 'park'}, {'label': 'D', 'text': 'sporting event'}, {'label': 'E', 'text': 'bowling alley'}]",John and James wanted to eat hot dogs but weren't sure where they could by some.  They asked a costumed person for directions.  This was their first trip where?,costume shop,disneyland,park,sporting event,bowling alley,1
B,ed0937d5ecad752068e97f9d8c5bd5c5,"[{'label': 'A', 'text': 'make sex'}, {'label': 'B', 'text': 'plan to marry'}, {'label': 'C', 'text': 'dance'}, {'label': 'D', 'text': 'row about'}, {'label': 'E', 'text': 'electrical circuit'}]","John and Jane were a couple.  They were dating for a while and wanted to be together for even longer. For this reason, they did what?",make sex,plan to marry,dance,row about,electrical circuit,1
E,016236bb2235aa07efdf090824259ecd,"[{'label': 'A', 'text': 'art'}, {'label': 'B', 'text': 'personal'}, {'label': 'C', 'text': 'pleasure'}, {'label': 'D', 'text': 'pyramid scheme'}, {'label': 'E', 'text': 'nonprofit'}]",What kind of business would you make if you want to help people?,art,personal,pleasure,pyramid scheme,nonprofit,4
C,3263e16b00eedfad4240e614ab0d3714,"[{'label': 'A', 'text': 'EMPTY, DO NOT CHOOSE'}, {'label': 'B', 'text': 'minnesota'}, {'label': 'C', 'text': 'united states'}, {'label': 'D', 'text': 'virginias'}, {'label': 'E', 'text': 'south'}]",Virginia is a commonwealth within the what?,"EMPTY, DO NOT CHOOSE",minnesota,united states,virginias,south,2
E,23ecb6bbafcfde6cef108559fe7843a2,"[{'label': 'A', 'text': 'whispering'}, {'label': 'B', 'text': 'eye contact'}, {'label': 'C', 'text': 'being heard'}, {'label': 'D', 'text': 'dry mouth'}, {'label': 'E', 'text': 'not listening'}]",Talking to someone is pointless if they're doing what?,whispering,eye contact,being heard,dry mouth,not listening,4
A,d049c55b6a03deb2c9073a09dcf40638,"[{'label': 'A', 'text': 'feeling guilty'}, {'label': 'B', 'text': 'problems'}, {'label': 'C', 'text': 'being fired'}, {'label': 'D', 'text': 'hurt feelings'}, {'label': 'E', 'text': 'lack of confidence'}]","He had been lying to many people, the lies caused problems and left him what?",feeling guilty,problems,being fired,hurt feelings,lack of confidence,0
E,d3db4dd2abaff1449d12c9506d8daff4,"[{'label': 'A', 'text': 'university building'}, {'label': 'B', 'text': 'stadium'}, {'label': 'C', 'text': 'city'}, {'label': 'D', 'text': 'theater'}, {'label': 'E', 'text': 'commercial building'}]",Where is one unlikely to find a concert hall?,university building,stadium,city,theater,commercial building,4
C,2f92f186f8c76f5d86330b921837c67c,"[{'label': 'A', 'text': 'play chess'}, {'label': 'B', 'text': 'meet interesting people'}, {'label': 'C', 'text': 'entertain'}, {'label': 'D', 'text': 'knit sweaters'}, {'label': 'E', 'text': 'listen to music'}]","The child was complaining of boredom, so his dad began to goof around to do what?",play chess,meet interesting people,entertain,knit sweaters,listen to music,2
A,bacf3ee997d9ad71a6028e67a6b0933e,"[{'label': 'A', 'text': 'allergies'}, {'label': 'B', 'text': 'itchy'}, {'label': 'C', 'text': 'cleanliness'}, {'label': 'D', 'text': 'exhaustion'}, {'label': 'E', 'text': 'sneezing'}]","Bobby was doing housework when he became sick.   He thought he worked too hard, but the doctor said what it was what?",allergies,itchy,cleanliness,exhaustion,sneezing,0
E,0e775dad3475df2c59a9510d9111ff07,"[{'label': 'A', 'text': 'rest in bed'}, {'label': 'B', 'text': 'lie in bed'}, {'label': 'C', 'text': 'cross street'}, {'label': 'D', 'text': 'buy food'}, {'label': 'E', 'text': 'water plants'}]",What does a person do before going on vacation?,rest in bed,lie in bed,cross street,buy food,water plants,4
D,a5f72ec70c0a29dd88cc523a1923a0a8,"[{'label': 'A', 'text': 'swarm'}, {'label': 'B', 'text': 'apiary'}, {'label': 'C', 'text': 'soft drink'}, {'label': 'D', 'text': 'countryside'}, {'label': 'E', 'text': 'united states'}]",Where could you see a single bee?,swarm,apiary,soft drink,countryside,united states,3
A,eabf8ce23abc61046ffb6edf6d01129b,"[{'label': 'A', 'text': 'being happy'}, {'label': 'B', 'text': 'stoic'}, {'label': 'C', 'text': 'headaches'}, {'label': 'D', 'text': 'then have'}, {'label': 'E', 'text': 'wanting more'}]",John is getting something important.  What does this make him feel?,being happy,stoic,headaches,then have,wanting more,0
C,82a9145acc4e52fb221f2e4cfae8e52b,"[{'label': 'A', 'text': 'fall out'}, {'label': 'B', 'text': 'curl'}, {'label': 'C', 'text': 'thin out'}, {'label': 'D', 'text': 'composted'}, {'label': 'E', 'text': 'worn free'}]","She considered a wig, her hair had begun to what up top?",fall out,curl,thin out,composted,worn free,2
