answerKey,id,choices,stem,choice_0,choice_1,choice_2,choice_3,choice_4,label
B,b148f18fb8b5a504b67078ef6ac29717,"[{'label': 'A', 'text': 'continue to grow'}, {'label': 'B', 'text': 'smell good'}, {'label': 'C', 'text': 'many colors'}, {'label': 'D', 'text': 'make pretty'}, {'label': 'E', 'text': 'plant themselves'}]",Why would a person put flowers in a room with dirty gym socks?,continue to grow,smell good,many colors,make pretty,plant themselves,1
E,5fcd96582a2b34782f6c843876e13e18,"[{'label': 'A', 'text': 'sweat'}, {'label': 'B', 'text': 'own object'}, {'label': 'C', 'text': 'cross street'}, {'label': 'D', 'text': 'suffer pain'}, {'label': 'E', 'text': 'turn blue'}]","A person is choking, what happens to their face?",sweat,own object,cross street,suffer pain,turn blue,4
A,c285e3b35e3ae866771fec06a58bc22d,"[{'label': 'A', 'text': 'fashion show'}, {'label': 'B', 'text': 'performance'}, {'label': 'C', 'text': 'theatre'}, {'label': 'D', 'text': 'construction site'}, {'label': 'E', 'text': 'theater'}]","The beautiful women walked up and down the catwalk, the cameras flashed and everybody was enjoying the what?",fashion show,performance,theatre,construction site,theater,0
D,a5f206a08b3ea4697a4b4cbe6f679dac,"[{'label': 'A', 'text': 'disburse'}, {'label': 'B', 'text': 'spread'}, {'label': 'C', 'text': 'dispense'}, {'label': 'D', 'text': 'scattering'}, {'label': 'E', 'text': 'charming'}]","The alley cats were all beginning to gather together, but one loud crash sent them all what?",disburse,spread,dispense,scattering,charming,3
B,0995032fb726379500736f03d5f5276f,"[{'label': 'A', 'text': 'enlightenment'}, {'label': 'B', 'text': 'feeling better'}, {'label': 'C', 'text': 'ardor'}, {'label': 'D', 'text': 'amusement'}, {'label': 'E', 'text': 'fall asleep'}]","James likes listening to after a long and hard day, along with a cool bath.  He finds that it makes him what?",enlightenment,feeling better,ardor,amusement,fall asleep,1
B,88fa6616fc6ee96c4d5fdcfe3dba6d85,"[{'label': 'A', 'text': 'dieting'}, {'label': 'B', 'text': 'full stomach'}, {'label': 'C', 'text': 'have energy'}, {'label': 'D', 'text': 'gain energy'}, {'label': 'E', 'text': 'feeling satisfied'}]",What happens when I make a pig of myself eating breakfast?,dieting,full stomach,have energy,gain energy,feeling satisfied,1
B,cc7c1f076b07903e87bedf852b71855b,"[{'label': 'A', 'text': 'yard'}, {'label': 'B', 'text': 'orchard'}, {'label': 'C', 'text': 'surface of earth'}, {'label': 'D', 'text': 'state park'}, {'label': 'E', 'text': 'market'}]",Where would you find trees that provide food?,yard,orchard,surface of earth,state park,market,1
A,119945b036cac4c933896810b2b426eb,"[{'label': 'A', 'text': 'music store'}, {'label': 'B', 'text': 'living room'}, {'label': 'C', 'text': 'new york'}, {'label': 'D', 'text': 'house'}, {'label': 'E', 'text': 'music room'}]",Where would you get an upright piano if you do not have one?,music store,living room,new york,house,music room,0
B,ad96098698b8378b2e79c6424920ffbd,"[{'label': 'A', 'text': 'hospital'}, {'label': 'B', 'text': 'elderly person'}, {'label': 'C', 'text': ""doctor's office""}, {'label': 'D', 'text': 'sick person'}, {'label': 'E', 'text': 'head'}]",What type of person typically contracts illness?,hospital,elderly person,doctor's office,sick person,head,1
B,c158a0f0bd7cbd283d6eae94f15b5c19,"[{'label': 'A', 'text': 'sparse'}, {'label': 'B', 'text': 'free flowing'}, {'label': 'C', 'text': 'sweet'}, {'label': 'D', 'text': 'unacquainted'}, {'label': 'E', 'text': 'slender'}]",Thick molasses isn't what?,sparse,free flowing,sweet,unacquainted,slender,1
B,e564c7907e04f7e34dc99a0e7e45fbe3,"[{'label': 'A', 'text': 'music room'}, {'label': 'B', 'text': 'college'}, {'label': 'C', 'text': 'band'}, {'label': 'D', 'text': 'house'}, {'label': 'E', 'text': 'university'}]",Bill bought an upright piano but didn't have anywhere to put it because he lived where?,music room,college,band,house,university,1
D,299c6b90bf98ae4ffe0befea380d8ae3,"[{'label': 'A', 'text': 'restaurant'}, {'label': 'B', 'text': 'own home'}, {'label': 'C', 'text': 'prison'}, {'label': 'D', 'text': 'pizza place'}, {'label': 'E', 'text': 'refrigerator'}]",Round bread covered with cheese and pepperoni comes out of an oven at what sort of eatery?,restaurant,own home,prison,pizza place,refrigerator,3
E,660440f2146563b8ec5a7bff748238c1,"[{'label': 'A', 'text': 'fruit basket'}, {'label': 'B', 'text': 'kitchen'}, {'label': 'C', 'text': 'fruit stand'}, {'label': 'D', 'text': 'painting of fruits'}, {'label': 'E', 'text': 'bowl of fruit'}]",Danny noticed a ceramic object on the table and picked a grape out of it.  What might have been on the table?,fruit basket,kitchen,fruit stand,painting of fruits,bowl of fruit,4
C,1009bd651970dbea71c76be652ea1ce9,"[{'label': 'A', 'text': 'punishment'}, {'label': 'B', 'text': 'despair'}, {'label': 'C', 'text': 'regret'}, {'label': 'D', 'text': 'luck'}, {'label': 'E', 'text': 'empowering'}]",what might someone feel after hurting someone else?,punishment,despair,regret,luck,empowering,2
C,b0f35b67453c16f829e2b13e20e0bc7d,"[{'label': 'A', 'text': 'office building'}, {'label': 'B', 'text': 'courtroom'}, {'label': 'C', 'text': 'work'}, {'label': 'D', 'text': 'food'}, {'label': 'E', 'text': 'keep quiet'}]",Paper work and research is the bulk of a lawyers what?,office building,courtroom,work,food,keep quiet,2
D,bcfef31106a6cc289ce7d922524c2d24,"[{'label': 'A', 'text': 'clothing store'}, {'label': 'B', 'text': 'department store'}, {'label': 'C', 'text': 'actors and actresses'}, {'label': 'D', 'text': 'body'}, {'label': 'E', 'text': 'clothing'}]",What does someone evaluate in the dressing room?,clothing store,department store,actors and actresses,body,clothing,3
E,3cb162e295caaa58b1bd0a0de1908a70,"[{'label': 'A', 'text': 'become tired'}, {'label': 'B', 'text': 'getting fear'}, {'label': 'C', 'text': 'feel full'}, {'label': 'D', 'text': 'get sleepy'}, {'label': 'E', 'text': 'feeling satisfied'}]",If someone has a delicious lunch what are they likely to claim?,become tired,getting fear,feel full,get sleepy,feeling satisfied,4
A,bdb789fc941b9e1906b3ba858703b157,"[{'label': 'A', 'text': 'big heart'}, {'label': 'B', 'text': 'nose'}, {'label': 'C', 'text': 'one mouth'}, {'label': 'D', 'text': 'four legs'}, {'label': 'E', 'text': 'paws'}]",Dog lovers are known to have?,big heart,nose,one mouth,four legs,paws,0
C,02350ce6ff0db2038d95084c38e87c9d,"[{'label': 'A', 'text': 'become wet'}, {'label': 'B', 'text': 'skin irritation'}, {'label': 'C', 'text': 'health'}, {'label': 'D', 'text': 'dry skin'}, {'label': 'E', 'text': 'park'}]","Washing hands after certain activities is highly recommended, keeping up this habit can keep you in good what?",become wet,skin irritation,health,dry skin,park,2
A,b750906b8daa339f81864dca952aeb6d,"[{'label': 'A', 'text': 'shaving kit'}, {'label': 'B', 'text': 'first aid kit'}, {'label': 'C', 'text': 'shower'}, {'label': 'D', 'text': 'medicine cabinet'}, {'label': 'E', 'text': 'the breadbox'}]",James was traveling abroad for a few weeks and he had trouble finding his double edged razor. He eventually found it together with some cream and a small comb.  What did he find it in?,shaving kit,first aid kit,shower,medicine cabinet,the breadbox,0
D,621a790d416d1d8806dad54dcda943c0,"[{'label': 'A', 'text': 'tall building'}, {'label': 'B', 'text': 'mall'}, {'label': 'C', 'text': 'book of stories'}, {'label': 'D', 'text': 'apartment building'}, {'label': 'E', 'text': 'skyscraper'}]","His long walk home wasn't over, he lived on the tenth storey of a walk up what?",tall building,mall,book of stories,apartment building,skyscraper,3
D,65868de4b9ef8c4e3c330446791afddd,"[{'label': 'A', 'text': 'eat a worm'}, {'label': 'B', 'text': 'eating'}, {'label': 'C', 'text': 'discomfort'}, {'label': 'D', 'text': 'starvation'}, {'label': 'E', 'text': 'have lunch'}]",What happens when hunger is not sated?,eat a worm,eating,discomfort,starvation,have lunch,3
C,00a6a3e368277e8740e70127376e53e3,"[{'label': 'A', 'text': 'uncompromising'}, {'label': 'B', 'text': 'inflexible'}, {'label': 'C', 'text': 'hardline'}, {'label': 'D', 'text': 'intransigent'}, {'label': 'E', 'text': 'EMPTY, DO NOT CHOOSE'}]","If a negotiator is being flexible, what is he trying to avoid being?",uncompromising,inflexible,hardline,intransigent,"EMPTY, DO NOT CHOOSE",2
C,13e7b5c43425c5bfe06177a94ff0a714,"[{'label': 'A', 'text': 'bathroom'}, {'label': 'B', 'text': 'show'}, {'label': 'C', 'text': 'water fountain'}, {'label': 'D', 'text': 'oil refineries'}, {'label': 'E', 'text': 'hardware store'}]",Where could you find some plumbing that would be able to help you if you are thirsty?,bathroom,show,water fountain,oil refineries,hardware store,2
C,9f00f964c794af3880a44accdb62b253,"[{'label': 'A', 'text': 'sad'}, {'label': 'B', 'text': 'bankruptcy'}, {'label': 'C', 'text': 'detachment'}, {'label': 'D', 'text': 'fights'}, {'label': 'E', 'text': 'wrong'}]",What is person probably feeling that plans on stopping being married to their spouse?,sad,bankruptcy,detachment,fights,wrong,2
C,772d39d3c792a578926e1c99a3815773,"[{'label': 'A', 'text': 'happy'}, {'label': 'B', 'text': 'delighted'}, {'label': 'C', 'text': 'joyful'}, {'label': 'D', 'text': 'happy'}, {'label': 'E', 'text': 'glad'}]",What is the furthest emotion away from unhappy?,happy,delighted,joyful,happy,glad,2
E,909c1377037cf60b92778dc1b9428111,"[{'label': 'A', 'text': 'avoid eye contact'}, {'label': 'B', 'text': 'blush'}, {'label': 'C', 'text': 'turn purple'}, {'label': 'D', 'text': 'fall asleep'}, {'label': 'E', 'text': 'feel guilty'}]",John hated lying.  It made him do something.  What did lying make him do?,avoid eye contact,blush,turn purple,fall asleep,feel guilty,4
A,b50df903dd4519a9d16a47633f684da1,"[{'label': 'A', 'text': 'expensive'}, {'label': 'B', 'text': 'heavy'}, {'label': 'C', 'text': 'obesity'}, {'label': 'D', 'text': 'carpooler'}, {'label': 'E', 'text': 'red'}]","He chose a flashy car when he got the promotion, he wanted people to know he could afford what things?",expensive,heavy,obesity,carpooler,red,0
C,d974dbdc3d0cdcc83563c33ed08d58fb,"[{'label': 'A', 'text': 'shocking'}, {'label': 'B', 'text': 'accidental'}, {'label': 'C', 'text': 'detestable'}, {'label': 'D', 'text': 'effusive'}, {'label': 'E', 'text': 'enabled'}]","Johnny's behavior was a bigger problem.  Even if the original incident wasn't intentional, his actions afterward are completely what?",shocking,accidental,detestable,effusive,enabled,2
B,c29469c084a89d4bd13a457a8987ef8f,"[{'label': 'A', 'text': 'smile'}, {'label': 'B', 'text': 'cramps'}, {'label': 'C', 'text': 'deliriousness'}, {'label': 'D', 'text': 'sweating'}, {'label': 'E', 'text': 'physical exertion'}]","He was hiking for miles, what did he suffer from?",smile,cramps,deliriousness,sweating,physical exertion,1
C,a186948ea5243c1b99cf744dbccf4b92,"[{'label': 'A', 'text': 'get food'}, {'label': 'B', 'text': 'too full'}, {'label': 'C', 'text': 'stop working'}, {'label': 'D', 'text': 'eat food'}, {'label': 'E', 'text': 'find food'}]",Why do you not earn money while you have lunch?,get food,too full,stop working,eat food,find food,2
D,c7dcec4b62905c1c018327dba56959a5,"[{'label': 'A', 'text': 'have sex'}, {'label': 'B', 'text': 'excrete'}, {'label': 'C', 'text': 'reproduce'}, {'label': 'D', 'text': 'sit down'}, {'label': 'E', 'text': 'make mistakes'}]",What would humans do when their legs are tired?,have sex,excrete,reproduce,sit down,make mistakes,3
C,62dfae257550f047a3c269ccd5932659,"[{'label': 'A', 'text': 'wait for'}, {'label': 'B', 'text': 'shave'}, {'label': 'C', 'text': 'go for haircut'}, {'label': 'D', 'text': 'bathe'}, {'label': 'E', 'text': 'dress nice'}]","He seemed to be putting too much stock in the date, even though it wasn't shaggy he went to what?",wait for,shave,go for haircut,bathe,dress nice,2
B,ec947e0aa6c49331410173b774ba6d05,"[{'label': 'A', 'text': 'mall counter'}, {'label': 'B', 'text': 'dining room'}, {'label': 'C', 'text': 'big city'}, {'label': 'D', 'text': 'restaurant'}, {'label': 'E', 'text': 'shopping area'}]",I went to a party at my friend's house in New York and everyone there shared a meal in what eating place?,mall counter,dining room,big city,restaurant,shopping area,1
E,f4504c402a8748440c163ce390e21c8e,"[{'label': 'A', 'text': 'reading'}, {'label': 'B', 'text': 'think'}, {'label': 'C', 'text': 'join them'}, {'label': 'D', 'text': 'meditate'}, {'label': 'E', 'text': 'fall asleep'}]","All the adults were sitting quietly in the other room watching TV, they were hoping the baby would what?",reading,think,join them,meditate,fall asleep,4
A,20e4996b9084ca63118c467c4c4aa301,"[{'label': 'A', 'text': 'kentucky'}, {'label': 'B', 'text': 'town'}, {'label': 'C', 'text': 'india'}, {'label': 'D', 'text': 'iowa'}, {'label': 'E', 'text': 'england'}]",Where is a corner shop selling derby souvenirs likely to be?,kentucky,town,india,iowa,england,0
E,72b638200414a526b598de0e01a044df,"[{'label': 'A', 'text': 'case'}, {'label': 'B', 'text': 'guitar'}, {'label': 'C', 'text': 'movie'}, {'label': 'D', 'text': 'music room'}, {'label': 'E', 'text': 'orchestra'}]",What would use a musical instrument?,case,guitar,movie,music room,orchestra,4
A,307cc4c27ad7119e4fb278e75f983a42,"[{'label': 'A', 'text': 'new insights'}, {'label': 'B', 'text': 'frustation'}, {'label': 'C', 'text': 'revelations'}, {'label': 'D', 'text': 'hesitation'}, {'label': 'E', 'text': 'enlightenment'}]","If I am contemplating a different opinions, what am I hoping to gain?",new insights,frustation,revelations,hesitation,enlightenment,0
D,1f4a7b36f38f4ae813e674077bf3b2e0,"[{'label': 'A', 'text': 'stay alive'}, {'label': 'B', 'text': 'relaxation'}, {'label': 'C', 'text': 'living'}, {'label': 'D', 'text': 'warm air'}, {'label': 'E', 'text': 'body heat'}]","If someone was breathing in to their cold hands, they are using what to combat the cold?",stay alive,relaxation,living,warm air,body heat,3
D,cbb049c314ce4b5f0aeb8b56369ed726,"[{'label': 'A', 'text': 'junior'}, {'label': 'B', 'text': 'copy'}, {'label': 'C', 'text': 'derivative'}, {'label': 'D', 'text': 'remake'}, {'label': 'E', 'text': 'reproduction'}]",What is it called when a reproduction of an original movie is made?,junior,copy,derivative,remake,reproduction,3
E,99b079e5cffbbbdf6be6dfeb56d54748,"[{'label': 'A', 'text': 'grocery store'}, {'label': 'B', 'text': 'drugstore'}, {'label': 'C', 'text': 'pharmacy'}, {'label': 'D', 'text': 'mini mall'}, {'label': 'E', 'text': 'shop'}]",What is a place that sells suntan lotion but not food or medicine?,grocery store,drugstore,pharmacy,mini mall,shop,4
D,948d9b71ff6f21417beb170d02292ef8,"[{'label': 'A', 'text': 'table'}, {'label': 'B', 'text': 'EMPTY, DO NOT CHOOSE'}, {'label': 'C', 'text': 'container'}, {'label': 'D', 'text': 'pantry'}, {'label': 'E', 'text': 'refrigerator'}]",Where would you put condiments if you do not need to use them and they are already packaged?,table,"EMPTY, DO NOT CHOOSE",container,pantry,refrigerator,3
D,e168f131faa8d22f5b78d2eb57df51af,"[{'label': 'A', 'text': 'clothes'}, {'label': 'B', 'text': 'brain'}, {'label': 'C', 'text': 'stomach'}, {'label': 'D', 'text': 'body'}, {'label': 'E', 'text': 'elderly person'}]",Where does illness happen?,clothes,brain,stomach,body,elderly person,3
B,bd46353eb75e82dd0e6c3f8498f49191,"[{'label': 'A', 'text': 'universe'}, {'label': 'B', 'text': 'roswell'}, {'label': 'C', 'text': 'weekly world news'}, {'label': 'D', 'text': 'EMPTY, DO NOT CHOOSE'}, {'label': 'E', 'text': 'outer space'}]",Where do people claim aliens landed in the 1940's?,universe,roswell,weekly world news,"EMPTY, DO NOT CHOOSE",outer space,1
D,8c22b0441de3c100df92faa57cca68f2,"[{'label': 'A', 'text': 'betrayal'}, {'label': 'B', 'text': 'revenge'}, {'label': 'C', 'text': 'leave'}, {'label': 'D', 'text': 'resentment'}, {'label': 'E', 'text': 'get money'}]","If you have a lot of money after cashing in your chips at a casino, what would the casino owner feel towards you?",betrayal,revenge,leave,resentment,get money,3
A,5bf679735cdf2ef286151cb87fd85d01,"[{'label': 'A', 'text': 'express information'}, {'label': 'B', 'text': 'decipher'}, {'label': 'C', 'text': 'think'}, {'label': 'D', 'text': 'analyse'}, {'label': 'E', 'text': 'give clue'}]","The concierge said to ask him any question that you needed answered, he said he can get you what?",express information,decipher,think,analyse,give clue,0
E,0c053a70275ed10239636c26ae0778ed,"[{'label': 'A', 'text': 'jump rope'}, {'label': 'B', 'text': 'going out at night'}, {'label': 'C', 'text': 'clean room'}, {'label': 'D', 'text': 'sing'}, {'label': 'E', 'text': 'tell story'}]",James and Jenny are good friends.  They spend a lot of time together and usually get home late.   Jenny is very smart and James likes to hear her doing something. What might James like to hear Jenny do?,jump rope,going out at night,clean room,sing,tell story,4
D,1be8ec824eb0c7218b6bc160fd191428,"[{'label': 'A', 'text': 'train'}, {'label': 'B', 'text': 'feel good about yourself'}, {'label': 'C', 'text': 'complications'}, {'label': 'D', 'text': 'satisfaction'}, {'label': 'E', 'text': 'enjoyment'}]",Jenny enjoyed helping people.  It brought her a great deal of what?,train,feel good about yourself,complications,satisfaction,enjoyment,3
